Date,EPU_US,EPU_UK,EPU_Europe,EPU_Germany,EPU_China,EPU_Japan,EPU_Australia,EPU_Global,Sentiment_US,Sentiment_UK,Sentiment_Europe,Sentiment_Germany,Sentiment_Japan,Sentiment_Australia,Sentiment_Global,Sentiment_EURUSD,Sentiment_GBPUSD,Sentiment_USDJPY,Sentiment_AUDUSD,Sentiment_EURGBP,Sentiment_Crypto
2020-01-17,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-18,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-19,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-20,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-21,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-22,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-23,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-24,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-25,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-26,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-27,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-28,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-29,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-30,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-01-31,131.39109,390.30472,199.22176,131.50761,,107.70472135129053,100.9952993363139,199.42663643617422,0.15005824751415778,0.038844489265418974,0.16373264709530458,0.2,0.09942476637208142,0.17464361024308864,0.1767115770826193,0.0068371997905734005,-0.0556068791243694,0.02531674057103818,0.01229268136446543,0.0624440789149428,0.1767115770826193
2020-02-01,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-02,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-03,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-04,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-05,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-06,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-07,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-08,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-09,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-10,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-11,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-12,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-13,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-14,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-15,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-16,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-17,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-18,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-19,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-20,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-21,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-22,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-23,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-24,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-25,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-26,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-27,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-28,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-02-29,160.51565,238.03452,204.83529,304.09497,,114.57916610195092,144.91089044419817,198.09657304117113,0.11904342561300725,0.12673381039504142,0.16021253972993865,0.14963437304822552,0.07943332849837115,0.1427734241380599,0.17801224458962267,0.0205845570584657,0.003845192391017084,0.01980504855731805,0.011864999262526328,0.016739364667448617,0.17801224458962267
2020-03-01,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-02,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-03,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-04,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-05,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-06,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-07,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-08,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-09,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-10,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-11,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-12,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-13,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-14,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-15,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-16,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-17,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-18,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-19,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
2020-03-20,283.14721,386.63553,361.36888,498.05744,,203.36505165384477,311.97371924338995,311.567901301411,-0.011547250876534677,0.04096232071369708,0.062054153992947406,0.09303091491163457,-0.1787631629204486,0.02153348837167326,0.06704875954140736,0.03680070243474104,0.02625478579511588,0.08360795602195696,0.01654036962410397,0.010545916639625164,0.06704875954140736
