month,trades_count,wins,losses,win_rate,total_pips,monthly_pnl_eur,cumulative_balance_eur,return_pct,drawdown_pct,avg_threshold_used,best_trade_pips,worst_trade_pips
2020-01,36,29,7,80.55555555555556,406.4499999999872,41.422878345979434,1041.4228783459794,4.142287834597943,0.0,0.6703976396057343,24.999999999999467,-15.000000000000568
2020-02,46,39,7,84.78260869565217,645.9499999999862,69.39068037009939,1110.8135587160787,6.663064717793396,0.0,0.75,24.999999999999467,-15.000000000000568
2020-03,105,75,30,71.42857142857143,1410.9499999999416,167.98682015009445,1278.800378866173,15.122863673383687,0.0,0.7495072139391823,24.999999999999467,-15.000000000000568
2020-04,73,50,23,68.4931506849315,847.0499999999602,112.8005135123869,1391.60089237856,8.820807013867135,0.0,0.7461235337279157,24.999999999999467,-15.000000000000568
2020-05,43,31,12,72.09302325581395,491.44999999998225,69.9608833471868,1461.5617757257469,5.027366950563524,0.0,0.75,24.999999999999467,-15.000000000000568
2020-06,42,27,15,64.28571428571429,445.64999999997974,66.46312907094791,1528.0249047966947,4.547404712876078,0.0,0.75,24.999999999999467,-15.000000000000568
2020-07,50,35,15,70.0,620.149999999986,97.57051037141676,1625.5954151681115,6.385400530130666,0.0,0.7453124474334716,24.999999999999467,-15.000000000000568
2020-08,29,23,6,79.3103448275862,443.6999999999848,73.62842253557797,1699.2238377036895,4.5293202631211695,0.0,0.744018143829258,24.999999999999467,-15.000000000000568
2020-09,37,25,12,67.56756756756756,429.199999999983,74.36545209150856,1773.589289795198,4.376436490674774,0.0,0.75,24.999999999999467,-15.000000000000568
2020-10,21,18,3,85.71428571428571,349.2499999999877,62.94571246655295,1836.535002261751,3.549057993794126,0.0,0.747927895326463,24.999999999999467,-15.000000000000568
2020-11,25,19,6,76.0,332.74999999998835,62.03062343650674,1898.5656256982577,3.3775900464795963,0.0,0.75,24.999999999999467,-15.000000000000568
2020-12,30,26,4,86.66666666666667,571.7499999999799,111.55562870228097,2010.1212544005386,5.875784707797649,0.0,0.7493351247628529,24.999999999999467,-15.000000000000568
2021-01,34,25,9,73.52941176470588,445.24999999998596,91.35231487771856,2101.4735692782574,4.544617130818896,0.0,0.749607954936869,24.999999999999467,-15.000000000000568
2021-02,35,24,11,68.57142857142857,350.19999999998726,74.74326868910255,2176.21683796736,3.556707530457917,0.0,0.7494530910083225,24.999999999999467,-15.000000000000568
2021-03,37,29,8,78.37837837837837,545.399999999978,121.77897281141938,2297.9958107787793,5.595902517010389,0.0,0.7497738634272739,24.999999999999467,-15.000000000000568
2021-04,31,22,9,70.96774193548387,392.1499999999934,91.73799362454508,2389.7338044033245,3.9920870697086053,0.0,0.7378934807315951,24.999999999999467,-15.000000000000568
2021-05,30,24,6,80.0,434.7999999999953,106.03431829691984,2495.7681227002445,4.437076552272933,0.0,0.7404026656627655,24.999999999999467,-15.000000000000568
2021-06,48,32,16,66.66666666666666,443.4999999999878,112.93520320420087,2608.703325904445,4.525067941087932,0.0,0.7477047217951881,24.999999999999467,-15.000000000000568
2021-07,25,18,7,72.0,225.54999999998992,59.40592863685292,2668.109254541298,2.2772205657481845,0.0,0.7462210548146566,24.999999999999467,-15.000000000000568
2021-08,27,22,5,81.48148148148148,330.04999999999285,89.39812153500645,2757.5073760763044,3.3506169727811916,0.0,0.7451959895616697,24.999999999999467,-15.000000000000568
2021-09,34,25,9,73.52941176470588,395.2999999999763,111.00161049200895,2868.5089865683135,4.025432949156955,0.0,0.7355866219670165,24.999999999999467,-15.000000000000568
2021-10,21,16,5,76.19047619047619,249.749999999993,72.41558645319718,2940.9245730215107,2.524502687364079,0.0,0.7427833182017008,24.999999999999467,-15.000000000000568
2021-11,34,26,8,76.47058823529412,441.2499999999886,132.45179087760752,3073.376363899118,4.503746613995148,0.0,0.7383717008805741,24.999999999999467,-15.000000000000568
2021-12,28,20,8,71.42857142857143,318.09999999998786,99.15072035706676,3172.527084256185,3.226117097851193,0.0,0.7445421567644391,24.999999999999467,-15.000000000000568
2022-01,25,21,4,84.0,413.9500000000007,133.8827226303843,3306.409806886569,4.220065552624708,0.0,0.7415442205874124,24.999999999999467,-15.000000000000568
2022-02,40,30,10,75.0,573.5499999999827,194.84221213676204,3501.2520190233313,5.892863362882179,0.0,0.7288430557250976,24.999999999999467,-15.000000000000568
2022-03,43,38,5,88.37209302325581,859.099999999977,313.62774334521515,3814.8797623685464,8.95758836099725,0.0,0.75,24.999999999999467,-15.000000000000568
2022-04,53,36,17,67.9245283018868,586.4499999999738,229.93917648816483,4044.818938856711,6.027429193349003,0.0,0.7470381605280272,24.999999999999467,-15.000000000000568
2022-05,40,25,15,62.5,358.899999999982,147.43241047395915,4192.251349330671,3.6449693472714912,0.0,0.7477960582176845,24.999999999999467,-15.000000000000568
