month,trades_count,wins,losses,win_rate,total_pips,monthly_pnl_eur,cumulative_balance_eur,return_pct,drawdown_pct,avg_threshold_used,best_trade_pips,worst_trade_pips
2020-01,36,28,8,77.77777777777779,373.7999999999953,38.03084944792069,1038.0308494479207,3.8030849447920687,0.0,0.677126697897911,24.999999999999467,-15.000000000000568
2020-02,46,39,7,84.78260869565217,645.9499999999862,69.16466728937546,1107.1955167372962,6.663064717793393,0.0,0.749511951484542,24.999999999999467,-15.000000000000568
2020-03,105,75,30,71.42857142857143,1410.9499999999416,167.43966859399734,1274.6351853312935,15.122863673383685,0.0,0.7495072139391823,24.999999999999467,-15.000000000000568
2020-04,73,50,23,68.4931506849315,847.0499999999602,112.43310982892106,1387.0682951602146,8.820807013867132,0.0,0.7461235337279157,24.999999999999467,-15.000000000000568
2020-05,43,31,12,72.09302325581395,491.44999999998225,69.73301305262947,1456.801308212844,5.027366950563519,0.0,0.75,24.999999999999467,-15.000000000000568
2020-06,42,27,15,64.28571428571429,445.64999999997974,66.24665134691118,1523.0479595597553,4.547404712876074,0.0,0.75,24.999999999999467,-15.000000000000568
2020-07,50,35,15,70.0,620.149999999986,97.25271248387281,1620.300672043628,6.38540053013066,0.0,0.7453124474334716,24.999999999999467,-15.000000000000568
2020-08,29,23,6,79.3103448275862,443.6999999999848,73.38860666236047,1693.6892787059885,4.529320263121166,0.0,0.744018143829258,24.999999999999467,-15.000000000000568
2020-09,37,25,12,67.56756756756756,429.199999999983,74.12323563193524,1767.8125143379239,4.376436490674773,0.0,0.75,24.999999999999467,-15.000000000000568
2020-10,21,18,3,85.71428571428571,349.2499999999877,62.740691355402994,1830.5532056933268,3.5490579937941247,0.0,0.747927895326463,24.999999999999467,-15.000000000000568
2020-11,25,19,6,76.0,332.74999999998835,61.828582871010944,1892.3817885643377,3.377590046479594,0.0,0.75,24.999999999999467,-15.000000000000568
2020-12,30,26,4,86.66666666666667,571.7499999999799,111.19227974561088,2003.5740683099486,5.875784707797642,0.0,0.7493351247628529,24.999999999999467,-15.000000000000568
2021-01,34,25,9,73.52941176470588,445.24999999998596,91.05477033705888,2094.6288386470073,4.54461713081889,0.0,0.749607954936869,24.999999999999467,-15.000000000000568
2021-02,35,24,11,68.57142857142857,350.19999999998726,74.49982163930119,2169.1286602863083,3.5567075304579108,0.0,0.7494530910083225,24.999999999999467,-15.000000000000568
2021-03,37,29,8,78.37837837837837,545.399999999978,121.38232529815507,2290.5109855844635,5.59590251701038,0.0,0.7497738634272739,24.999999999999467,-15.000000000000568
2021-04,31,22,9,70.96774193548387,392.1499999999934,91.4391928857724,2381.950178470236,3.9920870697085995,0.0,0.7378934807315951,24.999999999999467,-15.000000000000568
2021-05,30,24,6,80.0,434.7999999999953,105.68895285572599,2487.639131325962,4.437076552272927,0.0,0.7404026656627655,24.999999999999467,-15.000000000000568
2021-06,48,32,16,66.66666666666666,443.4999999999878,112.56736082158932,2600.206492147551,4.5250679410879275,0.0,0.7477047217951881,24.999999999999467,-15.000000000000568
2021-07,25,18,7,72.0,225.54999999998992,59.212436991103466,2659.4189291386547,2.2772205657481837,0.0,0.7462210548146566,24.999999999999467,-15.000000000000568
2021-08,27,22,5,81.48148148148148,330.04999999999285,89.10694201707558,2748.5258711557303,3.3506169727811916,0.0,0.7451959895616697,24.999999999999467,-15.000000000000568
