month,trades_count,wins,losses,win_rate,total_pips,monthly_pnl_eur,cumulative_balance_eur,return_pct,drawdown_pct,avg_threshold_used,best_trade_pips,worst_trade_pips
2021-09,34,25,9,73.52941176470588,395.2999999999763,110.640066033606,2859.1659371893365,4.025432949156955,0.0,0.7355866219670165,24.999999999999467,-15.000000000000568
2021-10,21,16,5,76.19047619047619,249.749999999993,72.17972092054315,2931.34565810988,2.524502687364079,0.0,0.7427833182017008,24.999999999999467,-15.000000000000568
2021-11,34,26,8,76.47058823529412,441.2499999999886,132.02038082161744,3063.3660389314973,4.503746613995146,0.0,0.7383717008805741,24.999999999999467,-15.000000000000568
2021-12,28,20,8,71.42857142857143,318.09999999998786,98.82777555173581,3162.193814483233,3.226117097851191,0.0,0.7445421567644391,24.999999999999467,-15.000000000000568
2022-01,25,21,4,84.0,413.9500000000007,133.44665187223615,3295.640466355469,4.220065552624707,0.0,0.7415442205874124,24.999999999999467,-15.000000000000568
2022-02,40,30,10,75.0,573.5499999999827,194.2075896141807,3489.8480559696495,5.892863362882175,0.0,0.7288430557250976,24.999999999999467,-15.000000000000568
2022-03,43,38,5,88.37209302325581,859.099999999977,312.60622327802594,3802.4542792476755,8.957588360997244,0.0,0.75,24.999999999999467,-15.000000000000568
2022-04,53,36,17,67.9245283018868,586.4499999999738,229.1902392911228,4031.6445185387984,6.027429193349002,0.0,0.7470381605280272,24.999999999999467,-15.000000000000568
2022-05,40,25,15,62.5,358.899999999982,146.9522068916905,4178.596725430489,3.6449693472714912,0.0,0.7477960582176845,24.999999999999467,-15.000000000000568
2022-06,40,28,12,70.0,499.4999999999772,213.5918050980472,4392.188530528536,5.111567809311449,0.0,0.7374186793883641,24.999999999999467,-15.000000000000568
2022-07,48,31,17,64.58333333333334,519.9999999999739,233.90032366849405,4626.08885419703,5.325370758626055,0.0,0.75,24.999999999999467,-15.000000000000568
2022-08,43,27,16,62.7906976744186,390.19999999998396,183.62116651320258,4809.710020710232,3.969252911054915,0.0,0.7481053125839824,24.999999999999467,-15.000000000000568
2022-09,52,35,17,67.3076923076923,605.9499999999839,299.8149932655032,5109.525013975735,6.233535742789554,0.0,0.7482087340324353,24.999999999999467,-15.000000000000568
2022-10,37,28,9,75.67567567567568,527.1499999999896,276.07962563377555,5385.604639609511,5.4032346427238105,0.0,0.7320938270457156,24.999999999999467,-15.000000000000568
2022-11,39,25,14,64.1025641025641,414.9999999999844,227.67876642805174,5613.283406037563,4.227543268838239,0.0,0.7077157177639825,25.000000000000576,-15.000000000000568
2022-12,34,23,11,67.64705882352942,393.49999999998664,224.81462944831503,5838.0980354858775,4.005046835983871,0.0,0.7396097356665368,24.999999999999467,-15.000000000000568
2023-01,27,19,8,70.37037037037037,317.09999999998803,187.71785723541373,6025.815892721292,3.2153940563245587,0.0,0.7470000763528141,24.999999999999467,-15.000000000000568
2023-02,41,27,14,65.85365853658537,444.59999999998166,273.3643654970188,6299.180258218311,4.5365535616051815,0.0,0.75,24.999999999999467,-15.000000000000568
2023-03,41,29,12,70.73170731707317,483.3999999999783,311.3539180740318,6610.534176292343,4.942768825639172,0.0,0.7498498250914784,24.999999999999467,-15.000000000000568
2023-04,22,18,4,81.81818181818183,365.7499999999914,245.86878942505902,6856.4029657174015,3.7193482836353735,0.0,0.75,24.999999999999467,-15.000000000000568
2023-05,45,29,16,64.44444444444444,368.1999999999986,256.57045919965014,7112.9734249170515,3.7420563009864543,0.0,0.7489072832319471,24.999999999999467,-15.000000000000568
2023-06,27,18,9,66.66666666666666,253.84999999999104,182.50252467291372,7295.475949589965,2.5657698091996175,0.0,0.7498286795262937,24.999999999999467,-15.000000000000568
2023-07,32,20,12,62.5,329.09999999998,243.55300329232085,7539.028952882286,3.338411434363093,0.0,0.7130609764059385,24.999999999999467,-15.000000000000568
2023-08,56,31,25,55.35714285714286,325.8499999999831,248.8912008487141,7787.920153731,3.3013694788048156,0.0,0.7356211602772985,24.999999999999467,-15.000000000000568
2023-09,17,10,7,58.82352941176471,124.04999999999333,96.95152201037092,7884.871675741371,1.244896199454791,0.0,0.7473051398969164,24.999999999999467,-15.000000000000568
2023-10,38,23,15,60.526315789473685,285.7499999999803,227.92607989401955,8112.797755635391,2.8906758317355736,0.0,0.7222861007012819,24.999999999999467,-15.000000000000568
2023-11,3,0,3,0.0,-30.300000000000882,-24.56279380044164,8088.234961834949,-0.30276600675000914,0.3027660067500111,0.75,-0.2999999999997449,-15.000000000000568
