month,trades_count,wins,losses,win_rate,total_pips,monthly_pnl_eur,cumulative_balance_eur,return_pct,drawdown_pct,avg_threshold_used,best_trade_pips,worst_trade_pips
2020-01,36,23,13,63.888888888888886,230.19999999999595,163.3874339281627,1163.3874339281626,16.33874339281627,0.0,0.66,24.999999999999467,-15.000000000000568
2020-02,44,32,12,72.72727272727273,478.29999999998716,431.4642212767239,1594.8516552048866,37.08689029069968,0.0,0.8375086821751161,24.999999999999467,-15.000000000000568
2020-03,100,72,28,72.0,1356.0499999999465,2299.9841202553985,3894.835775460285,144.2130440627047,0.0,0.7355075454235077,24.999999999999467,-15.000000000000568
2020-04,83,45,38,54.21686746987952,458.64999999995155,1354.470385713708,5249.306161173993,34.77605896114167,0.0,0.75,24.999999999999467,-15.000000000000568
2020-05,26,21,5,80.76923076923077,426.1999999999833,1704.517291566071,6953.823452740064,32.47128742791524,0.0,0.7554625461651729,24.999999999999467,-15.000000000000568
2020-06,50,26,24,52.0,272.6499999999765,1349.8024531399337,8303.625905879997,19.41093935319945,0.0,0.7231267612838743,24.999999999999467,-15.000000000000568
2020-07,28,22,6,78.57142857142857,446.24999999998147,2841.225302610303,11144.8512084903,34.21668238447933,0.0,0.7262594752936137,24.999999999999467,-15.000000000000568
2020-08,51,21,30,41.17647058823529,74.99999999997175,520.0318636391557,11664.883072129454,4.666117599156357,0.0,0.6876713166548536,24.999999999999467,-15.000000000000568
2020-09,71,37,34,52.112676056338024,356.79999999996164,3041.116362347322,14705.999434476777,26.070697353266816,0.0,0.7231535036463133,24.999999999999467,-15.000000000000568
2020-10,51,33,18,64.70588235294117,438.1499999999661,4902.51920893282,19608.518643409596,33.33686520780997,0.0,0.75,24.999999999999467,-15.000000000000568
2020-11,26,17,9,65.38461538461539,264.99999999999307,3729.132876776869,23337.651520186464,19.017922488653813,0.0,0.7484561113577624,24.999999999999467,-15.000000000000568
2020-12,27,18,9,66.66666666666666,283.8999999999859,4786.938292674558,28124.58981286102,20.511653833437276,0.0,0.7439659639052404,24.999999999999467,-15.000000000000568
2021-01,57,31,26,54.385964912280706,360.3499999999782,7455.687592616428,35580.27740547745,26.509498066375482,0.0,0.7403153973267093,24.999999999999467,-15.000000000000568
2021-02,50,25,25,50.0,214.94999999997822,5319.821364960009,40900.09877043746,14.951601709943507,0.0,0.75,24.999999999999467,-15.000000000000568
2021-03,55,32,23,58.18181818181818,349.44999999997117,10496.432769782652,51396.53154022011,25.663587828226618,0.0,0.7521788501739503,24.999999999999467,-15.000000000000568
2021-04,15,12,3,80.0,209.04999999999285,7595.959243815695,58992.49078403581,14.779128116595794,0.0,0.7593640456199646,24.999999999999467,-15.000000000000568
2021-05,39,21,18,53.84615384615385,173.54999999998896,7030.713518984997,66023.2043030208,11.91798045063662,0.0,0.7469546648824318,24.999999999999467,-15.000000000000568
2021-06,58,39,19,67.24137931034483,472.64999999999895,24044.819893112515,90068.02419613331,36.4187411788682,0.0,0.7526389138040873,24.999999999999467,-15.000000000000568
2021-07,36,21,15,58.333333333333336,195.04999999998992,12268.630987956512,102336.65518408982,13.621516734107747,0.0,0.7687481293413375,24.999999999999467,-15.000000000000568
2021-08,36,28,8,77.77777777777779,269.15000000000913,19852.348491929202,122189.00367601903,19.39905936559829,0.0,0.75,24.999999999999467,-15.000000000000568
2021-09,42,25,17,59.523809523809526,257.999999999976,22509.22323298709,144698.22690900613,18.42164397433807,0.0,0.7288791574410028,24.999999999999467,-15.000000000000568
2021-10,41,24,17,58.536585365853654,177.3999999999787,17781.370309155627,162479.59721816177,12.288588940580102,0.0,0.7493843001272621,24.999999999999467,-15.000000000000568
2021-11,61,38,23,62.295081967213115,510.84999999998047,64736.62026448333,227216.2174826451,39.842922664044586,0.0,0.75,24.999999999999467,-15.000000000000568
2021-12,55,34,21,61.81818181818181,403.0499999999671,68661.52157996886,295877.7390626139,30.218583136660687,0.0,0.75,24.999999999999467,-15.000000000000568
2022-01,53,32,21,60.37735849056604,374.8999999999825,82237.23524070885,378114.9743033228,27.79433001659707,0.0,0.75,24.999999999999467,-15.000000000000568
2022-02,69,36,33,52.17391304347826,354.04999999997693,97759.9039091689,475874.8782124917,25.85454439864267,0.0,0.75,24.999999999999467,-15.000000000000568
2022-03,90,56,34,62.22222222222222,845.1999999999524,352603.34454823006,828478.2227607218,74.09580977938965,0.0,0.7510017433961234,24.999999999999467,-15.000000000000568
2022-04,76,44,32,57.89473684210527,613.049999999957,409663.01521002105,1238141.2379707429,49.44765039748528,0.0,0.7519158789044933,24.999999999999467,-15.000000000000568
2022-05,72,44,28,61.111111111111114,631.7999999999623,635550.5214179597,1873691.7593887025,51.33101959026889,0.0,0.818087638947699,24.999999999999467,-15.000000000000568
2022-06,72,41,31,56.94444444444444,489.59999999996114,706082.2436020233,2579774.002990726,37.68401286198669,0.0,0.751872308353583,24.999999999999467,-15.000000000000568
2022-07,91,49,42,53.84615384615385,602.6499999999488,1241797.707788215,3821571.710778941,48.135910601029465,0.0,0.7507726993665591,24.999999999999467,-15.000000000000568
2022-08,75,42,33,56.00000000000001,516.5999999999725,1534601.0698622712,5356172.780641212,40.1562808708744,0.0,0.7485281888601515,24.999999999999467,-15.000000000000568
2022-09,95,43,52,45.26315789473684,275.79999999998836,1027694.2539672265,6383867.034608439,19.187100492381735,0.0,0.7478322499910991,24.999999999999467,-15.000000000000568
2022-10,77,40,37,51.94805194805194,399.149999999997,1887801.726113637,8271668.760722076,29.571444954592906,0.0,0.75,24.999999999999467,-15.000000000000568
2022-11,101,43,58,42.57425742574257,204.99999999995623,1128021.8777189283,9399690.638441004,13.637174194829068,0.0,0.75,24.999999999999467,-15.000000000000568
2022-12,44,24,20,54.54545454545454,278.49999999997493,1870650.7691177083,11270341.407558713,19.901195061329883,0.0,0.7435687650117008,24.999999999999467,-15.000000000000568
2023-01,41,19,22,46.34146341463415,135.14999999998167,1018163.9948214546,12288505.402380168,9.034011996642795,0.0,0.7410584845814278,24.999999999999467,-15.000000000000568
2023-02,57,34,23,59.64912280701754,502.5499999999705,4797924.929481562,17086430.33186173,39.044007162598064,0.0,0.7498126494842663,24.999999999999467,-15.000000000000568
2023-03,52,32,20,61.53846153846154,481.19999999997066,6345089.105192951,23431519.437054683,37.135252840735355,0.0,0.7366099566404637,24.999999999999467,-15.000000000000568
2023-04,44,25,19,56.81818181818182,227.84999999997387,3749509.208688107,27181028.64574279,16.00198919562434,0.0,0.7410219137307369,24.999999999999467,-15.000000000000568
2023-05,66,30,36,45.45454545454545,151.79999999998637,2750285.7177174864,29931314.363460276,10.118401895537712,0.0,0.7455389687220255,24.999999999999467,-15.000000000000568
2023-06,36,23,13,63.888888888888886,254.74999999998806,5446293.015231714,35377607.378691986,18.19597011042212,0.0,0.7498672529459,24.999999999999467,-15.000000000000568
2023-07,49,24,25,48.97959183673469,151.3999999999771,3611202.898019932,38988810.27671192,10.207595045545585,0.0,0.707519154840586,24.999999999999467,-15.000000000000568
2023-08,70,35,35,50.0,315.6999999999832,8866241.2568805,47855051.53359242,22.74047654687304,0.0,0.7562557680856614,24.999999999999467,-15.000000000000568
2023-09,47,26,21,55.319148936170215,254.04999999998122,8618291.13250311,56473342.666095525,18.009156518102166,0.0,0.7593399493508306,24.999999999999467,-15.000000000000568
2023-10,46,28,18,60.86956521739131,336.499999999973,13936537.368851943,70409880.03494747,24.67808121657179,0.0,0.7367382769066354,24.999999999999467,-15.000000000000568
2023-11,35,22,13,62.857142857142854,231.24999999998508,11531428.533081476,81941308.56802894,16.377571623979374,0.0,0.701034809680212,24.999999999999467,-15.000000000000568
2023-12,48,24,24,50.0,220.2499999999863,12606250.697121084,94547559.26515003,15.384487894350846,0.0,0.7213368541532091,24.999999999999467,-15.000000000000568
2024-01,59,36,23,61.016949152542374,409.44999999997344,29072486.077884287,123620045.34303431,30.74906037114416,0.0,0.7427092865550585,24.999999999999467,-15.000000000000568
2024-02,29,15,14,51.724137931034484,97.19999999999064,8039444.884500129,131659490.22753444,6.5033505384918815,0.0,0.7467311811666378,24.999999999999467,-15.000000000000568
