Date,EPU_US,EPU_UK,EPU_Europe,EPU_Germany,EPU_China,VIX,EPU_Japan,EPU_Australia,EPU_Global,Sentiment_EURUSD,Sentiment_GBPUSD,Sentiment_USDJPY,Sentiment_AUDUSD,Sentiment_EURGBP,Sentiment_Crypto
2026-01-24,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0
2026-01-25,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0
2026-01-26,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0
